latitude,longitude,historic,start_date,ref:mhs,wikidata,name,mhs:inscription_date,wikipedia
44.695665,3.484898,,16C,PA48000010,Q2969012,Domaine du château de Combettes,2002-06-25 ,fr:Château de Combettes (Estables)
44.633723,3.675812,,19C,PA00103815,Q3010224,Monument commémoratif de Duguesclin,1911-10-25 ,fr:Cénotaphe de Bertrand Du Guesclin
44.452317,3.19391,bridge,,PA00103787,Q3397061,Pont de Montferrand,1935-10-18 ,fr:Pont de Montferrand
44.393868,3.649006,,,PA00103793,Q22954215,"Vingt-trois menhirs sis au hameau de la Veyssière, autour de la source du ruisseau de Ruas",1941-06-05 ,fr:Menhirs de la Veissière
44.551969,3.290349,building,16C,PA00103851,Q22954228,,,
44.41408,3.59545,,,PA00103797,Q3305971,"Trois menhirs, du deuxième groupe dit de la Fage, à 500 m du premier du même nom",1941-06-05 ,fr:Menhirs de la Fage
44.5615,3.3058,archaeological_site,megalith,PA00103849,Q22954226,Dolmen,1889 ,
44.813768,3.272477,wayside_cross,15C,PA00103915,Q3003577,Croix en pierre,1926-07-13 ,fr:Croix des Anglais
44.5183,3.4986,,16C,PA48000017,Q22979466,"Maison, ancien hôtel de Montesquieu",2012-05-22 ,
44.433611,3.595556,,19C,PA00103944,Q3054906,Ensemble patrimonial,1992-07-17 ,fr:Ensemble patrimonial de Saint-Étienne-du-Valdonnez
44.5,3.573056,,C,PA00103833,Q1911789,Monument dit Le Tombeau romain,1840 ,fr:Mausolée de Lanuéjols
44.518352,3.497963,building,,PA48000002,Q2845891,Immeuble dit ancienne synagogue,1996-05-30 ,fr:Ancienne synagogue de Mende
44.350556,3.459167,castle,12C,PA00103918,Q2970295,Château de Prades,2009-10-02 ,fr:Château de Prades (Lozère)
44.52154,3.976965,yes,13C,PA00103892,Q2957362,Chapelle des Beaumes,1987-04-09 ,fr:Chapelle des Beaumes (Pied-de-Borne)
44.309334,3.174807,farm,17C,PA48000001,Q3068939,Ferme du Massegros,1996-05-30 ,fr:Ferme du Massegros
44.553166,3.291213,building,17C,PA48000011,Q3145957,Hôtel de Rouvière dit maison Dides,2006-10-20 ,fr:Hôtel de Rouvière
44.3719,3.5845,,,PA00103791,Q3305970,Trois menhirs constituant le groupe dit de la Can d'Issanges,1941-06-05 ,fr:Menhirs de la Can d'Issenges
44.517518,3.500648,tower,yes,PA00103881,Q3533650,Tour des Pénitents,1943-03-19 ,fr:Tour des Pénitents
44.547657,3.289075,,18C,PA48000014,Q2970535,Domaine de Saint-Lambert,2010-09-22 ,fr:Château de Saint-Lambert
44.4865,3.7337,building,17C,PA48000003,Q3278932,Maison de notable dite Peytavin,1997-03-07 ,fr:Maison Peytavin
44.2108,3.6742,,12C,PA48000016,Q22979463,Ancienne église Notre-Dame de Molezon,2012-03-26 ,
44.517149,3.499647,,,PA00103876,Q22954260,Niche avec statue et lanterne à huile,1945-07-12 ,
44.438298,3.932872,building,14C,PA00125499,Q3280217,Maison dite gothique,1993-02-12 ,fr:Maison gothique (Villefort)
44.568333,3.38,,14C,PA00103823,Q2969047,Domaine de Cougoussac,1986-06-19 ,fr:Château de Cougoussac
44.538451,3.580298,archaeological_site,megalith,PA00103890,Q3034104,Dolmen de la Rouvière,1889 ,fr:Dolmen de la Rouvière
44.855928,3.330225,city_gate,17C,PA00103846,Q22954225,Porte de ville,1963-12-20 ,
44.356111,3.641111,castle,13C,PA00103790,Q2969894,Château du Miral,1984-04-17 ,fr:Château de Miral
44.470833,3.851111,castle,15C,PA00103783,Q2971654,Château du Champ,1965-04-14 ,fr:Château du Champ
44.5165,3.4992,building,17C,PA00103873,Q22954257,,1946-06-12 ,
44.856091,3.330384,,15C,PA00103845,Q3001763,Ancien couvent des Ursulines,1963-02-07 ,fr:Couvent des Ursulines du Malzieu-Ville
44.517931,3.500433,lavoir,18C,PA00103866,Q22954247,Lavoir de la Calquière,1980-07-22 ,
44.5666,3.6167,wayside_cross,17C,PA00103889,Q3003369,Croix en pierre,1926-07-13 ,fr:Croix de Pelouse
44.311497,3.815539,,,PA00103931,Q3107775,Gisement gallo-romain,1980-08-25 ,fr:Gisement gallo-romain de Saint-Maurice-de-Ventalon
44.291787,3.935729,,,PA00103817,Q3562270,Portion de voie romaine,1978-12-06 ,fr:Voie romaine de Coudouloux
44.3938,3.6612,,,PA00103794,Q3305978,Trois menhirs de la colline de Treimes,1941-06-05 ,fr:Menhirs de la colline de Treimes
44.726392,3.854825,,18C,PA00103829,Q3126136,Halles,1942-11-03 ,fr:Halles de Langogne
44.774086,3.754132,wayside_cross,16C,PA00103785,Q3003307,Croix,1926-08-07 ,fr:Croix de Briges
44.568294,3.314583,,,PA00103938,Q22954270,Site mégalithique du plateau de Poujoulet (également sur commune de Marvejols),1990-04-20 ,fr:Site mégalithique du plateau de Poujoulet
44.4326,3.2149,building,15C,PA00103808,Q22954216,,1931-03-17 ,
44.855911,3.331186,building,17C,PA00103843,Q22954223,,1973-02-21 ,
44.551794,3.291757,city_gate,14C,PA00103854,Q3399191,Porte du Thérond,1925-12-23 ,fr:Porte du Thérond
44.8619,3.31844,,14C,PA00103933,Q2957247,Ancienne église,1986-02-10 ,fr:Chapelle de Roc-Saint-Pierre
44.517518,3.500186,building,18C,PA00103868,Q22954251,,1946-04-05 ,
44.334865,3.383752,yes,12C,PA00103917,Q2956575,Chapelle Notre-Dame-de-Cénaret de Saint-Chély-du-Tarn,1987-10-20 ,fr:Chapelle Notre-Dame-de-Cénaret de Saint-Chély-du-Tarn
44.324167,3.593056,building,16C,PA00103819,Q3279693,Hôtel dit Maison de la Congrégation de la Présentation de Bourg Saint-Andéol,1999-01-21 ,fr:Maison de la Congrégation de la Présentation de Bourg Saint-Andéol
44.412,3.387,,,PA00103939,Q3054897,Ensemble mégalithique de l'Aire des Trois-Seigneurs (également sur commune de Laval-du-Tarn),1990-04-20 ,fr:Ensemble mégalithique de l'Aire des Trois-Seigneurs
44.51775,3.501555,building,18C,PA00103864,Q22954243,Hôtel de ville,,
44.559492,3.560584,wayside_cross,18C,PA00103802,Q3003600,Croix en pierre,1926-07-13 ,fr:Croix du Born (1773)
44.232816,3.765725,,,PA00103930,Q3558908,Etablissement gallo-romain avec hypocauste,1977-09-26 ,fr:Villa gallo-romaine de Saint-Martin-de-Lansuscle
44.45147,3.26037,archaeological_site,megalith,PA00103805,Q3034001,Dolmen de Chardonnet,1889 ,fr:Dolmen de Chardonnet
44.826371,3.08638,wayside_cross,12C,PA00103927,Q3003454,Croix de chemin,1910-11-19 ,fr:Croix de chemin de Saint-Juéry
44.518576,3.499467,building,18C,PA00103867,Q22954249,,1950-04-17 ,
44.856167,3.331548,building,17C,PA00103844,Q3278847,Maison Lestang,1963-12-20 ,fr:Maison Lestang
44.551702,3.289888,city_gate,14C,PA00103852,Q3399021,Porte de Chanelles,1925-12-23 ,fr:Porte de Chanelles
44.2132,3.6797,,16C,PA48000020,Q22979471,Domaine du Mazel,2013-08-20 ,
44.856029,3.331456,building,17C,PA00103842,Q22954221,,1974-09-03 ,
44.165556,3.768333,,12C,PA00103884,Q3580242,Ancienne église de Notre-Dame-de-Val-Francesque,1929-12-09 ,fr:Église Notre-Dame-de-Valfrancesque
44.450278,3.898333,building,16C,PA00103897,Q2968781,Immeuble dit Château de Castanet,1964-11-02 ,fr:Château de Castanet
44.48639,3.66944,tower,bell_tower,PA00103946,Q2979482,Clocher de tourmente d'Oultet,1992-07-17 ,fr:Clocher de tourmente d'Oultet
44.293687,3.887926,,17C,PA48000012,Q3296496,Mas du Viala Ponsonnenc,2007-01-08 ,fr:Mas du Viala Ponsonnenc
44.406186,3.327731,,15C,PA48000005,Q2969345,Domaine de Grandlac,1998-06-17 ,fr:Château de Grandlac
44.410424,3.576817,,,PA00103796,,Menhirs constituant le premier groupe dit de la Fage,1941-06-05 ,fr:Menhirs de la Fage
44.429164,3.226472,yes,13C,PA00103803,Q2956821,Chapelle Saint-Frézal,1984-07-16 ,fr:Chapelle Saint-Frézal de La Canourgue
44.51775,3.498055556,,18C,PA00103878,Q3146084,Préfecture,1946-03-21 ,fr:Hôtel de préfecture de la Lozère
44.3665,3.4112,building,15C,PA00103923,Q22954268,,1950-04-17 ,
44.51747,3.499824,,17C,PA00103858,Q22954232,ancien couvent des Ursulines,1950-04-17 ,
44.656451,3.363962,,18C,PA48000004,Q2969014,Domaine de Combettes,1998-06-17 ,fr:Château de Combettes (Ribennes)
44.517409,3.499918,building,18C,PA00103871,Q22954255,,1946-06-12 ,
44.330629,3.426608,archaeological_site,megalith,PA00103855,Q3034143,Dolmen du Buisson,1977-01-14 ,fr:Dolmen du Buisson
44.51919444,3.499888889,,19C,PA00103880,Q22954264,"Ancien théâtre, actuellement cinéma le Trianon",1984-11-09 ,
44.5606,3.5619,wayside_cross,18C,PA00103801,Q3003599,Croix en pierre,1926-07-13 ,fr:Croix du Born (1739)
44.462417,3.690679,tower,bell_tower,PA00103943,Q2979485,Clocher de tourmente de Servies,1992-09-04 ,fr:Clocher de tourmente de Serviès
44.695082,3.343438,,,PA00103827,Q2846093,Cité antique,,fr:Anderitum (Gaule)
44.517113,3.499644,building,14C,PA00103870,Q22954254,,1946-01-21 ,
44.501085,3.597078,wayside_cross,16C,PA00103830,Q3003414,Croix en pierre,1926-08-07 ,fr:Croix de Vitrolles
44.491944,3.561944,castle,14C,PA00103831,Q2971633,Château du Boy,1943-12-17 ,fr:Château du Boy
44.245105,3.920875,place_of_worship,17C,PA00103818,Q3517665,Temple,1984-09-13 ,fr:Temple du Collet-de-Dèze
44.518101,3.500197,building,,PA00103865,Q22954245,,1985-12-09 ,
44.51967,3.603615,wayside_cross,17C,PA00103926,Q3003394,Croix en pierre,1926-07-13 ,fr:Croix de Sainte-Hélène
44.363125,3.743441,bridge,17C,PA00103896,Q3397069,Pont de Montvert,1950-12-08 ,fr:Pont de Montvert
44.40961,3.41092,wayside_cross,15C,PA00103919,Q3003317,Croix en fer forgé,1926-07-13 ,fr:Croix de Champerboux
44.5216,3.9093,,14C,PA00103903,Q3403023,Ancien prieuré,1931-06-29 ,fr:Prieuré de Prévenchères
44.412,3.387,,,PA00103940,Q3054897,Ensemble mégalithique de l'Aire des Trois-Seigneurs (également sur commune de Sainte-Enimie),1990-04-20 ,fr:Ensemble mégalithique de l'Aire des Trois-Seigneurs
44.855831,3.330762,building,17C,PA00103841,Q22954219,,1973-02-21 ,
44.341667,3.6975,castle,13C,PA00103895,Q2969360,Château de Grisac,,fr:Château de Grizac
44.516988,3.499618,building,17C,PA00103869,Q22954252,,1946-06-12 ,
44.5183,3.499199,,17C,PA00103882,Q3145940,Usine électrique,1946-08-19 ,fr:Hôtel de Ressouches
44.72897,3.838201,,16C,PA00103888,Q2968023,Ancien château abbatial,1979-09-27 ,fr:Château abbatial de Naussac
44.5195,3.4976,,16C,PA00103879,Q22954261,Anciens remparts,1979-06-18 ,
44.51778,3.496997,fountain,yes,PA00103862,Q22954241,Fontaine d'Aigues-Passes,1945-10-16 ,
44.855629,3.332025,citywalls,15C,PA00103848,Q3424641,,1963-06-20 ,fr:Remparts du Malzieu-Ville
44.855989,3.331832,city_gate,14C,PA00103847,Q3398918,Porte de ville,1950-04-17 ,fr:Porte Haute (Le Malzieu-Ville)
44.481944,3.206389,castle,16C,PA00103804,Q2970014,Château de Montjèzieu,1971-07-06 ,fr:Château de Montjézieu
44.697152,3.469153,farm,16C,PA00103834,Q3068907,Ferme du hameau de la Chaze,1978-12-28 ,fr:Ferme de la Chaze
44.497297,3.444509,archaeological_site,megalith,PA00103786,Q3033996,Dolmen de Chamgefège,1889 ,fr:Dolmen de Chamgefège
44.5209,3.9098,building,16C,PA00103902,Q22954265,,1942-07-11 ,
44.50872,3.278754,,18C,PA48000006,Q3581129,Ancienne église de Saint-Bonnet,1999-02-05 ,fr:Église Saint-Bonnet des Bories
44.8157,3.7201,wayside_cross,15C,PA00103913,Q3003383,Croix en fer forgé,1926-07-13 ,fr:Croix de Saint-Bonnet-de-Montauroux
44.374384,3.701271,,15C,PA00103822,Q22954218,Ensemble d'architecture rurale,1983-10-03 ,
44.517793,3.497797,building,13C,PA00103874,Q22954258,,1929-02-06 ,
44.703238,3.387753,wayside_cross,16C,PA00103936,Q3003399,Croix en pierre,1926-07-13 ,fr:Croix de Serverette
44.253829,3.840607,,16C,PA48000007,Q2971826,Domaine du Solier,1999-09-01 ,fr:Château du Solier
44.519,3.498722222,,15C,PA00103857,Q22954231,Ancien collège des Doctrinaires,1977-11-23 ,
44.518274,3.499861,,17C,PA48000019,Q22979469,Ancien hôtel dit maison Pons,2013-11-22 ,
44.48861,3.64972,tower,bell_tower,PA00103945,Q2979483,Clocher de tourmente d'Auriac,1992-07-17 ,fr:Clocher de tourmente d'Auriac
44.602805,3.411008,,16C,PA48000008,Q2971252,Domaine de la Grange,1999-03-09 ,fr:Château de la Grange (Lozère)
44.366784,3.58165,,17C,PA00103942,Q3286144,Domaine rural d'Issenges,1992-12-02 ,fr:Manoir d'Issenges
44.4099,3.6314,,,PA00103798,Q3305973,Treize menhirs du groupe dit de la Maisonnette,1941-06-05 ,fr:Menhirs de la Maisonnette
44.495656,3.946704,castle,11C,PA00103899,Q2971817,Château du Roure,1975-06-17 ,fr:Château du Roure
44.478132,3.934838,castle,13C,PA00103898,Q2969552,Château de la Garde-Guérin,1929-11-30 ,fr:Château de La Garde-Guérin
44.19533,3.65414,,12C,PA00103894,Q3581451,Ancienne église Saint-Flour,2003-06-13 ,fr:Église Saint-Flour du Pompidou
44.660719,3.6314,wayside_cross,18C,PA00103784,Q3003291,Croix en fer forgé,1926-07-13 ,fr:Croix d'Arzenc-de-Randon
44.519773,3.49722,wayside_cross,16C,PA00103861,Q22954239,Croix en pierre,1926-07-13 ,
44.554527,3.290789,city_gate,14C,PA00103853,Q3399091,Porte de Soubeyran,1925-12-23 ,fr:Porte de Soubeyran (Marvejols)
44.561522,3.305785,,,PA00103937,Q3485445,Site mégalithique du plateau de Poujoulet (également sur commune de Montrodat),1990-04-20 ,fr:Site mégalithique du plateau de Poujoulet
44.49505,3.72795,,12C,PA00103792,Q2957253,Ancienne église de Saint-Jean-du-Bleymard,1979-04-05 ,fr:Chapelle de Saint-Jean-du-Bleymard
44.816389,3.322222,,11C,PA00103906,Q2968093,Ancien château d'Apcher,,fr:Château d'Apcher
44.818613,3.122756,castle,16C,PA00103821,Q2969255,,1961-05-18 ,fr:Château de Fournels
44.412222,3.188611,castle,14C,PA00135398,Q2970580,,1995-11-06 ,fr:Château de Saint-Saturnin (Lozère)
44.3665,3.4111,building,15C,PA00103920,Q22954267,,1950-04-17 ,
44.539414,3.447266,building,,PA00135397,Q22976040,Maison forte de Bahours,1995-11-17 ,
44.530374,3.525769,wayside_cross,17C,PA00103860,Q22954236,Croix de Sirvens,1926-07-13 ,
44.80628,3.68478,wayside_cross,16C,PA00103835,Q3003345,Croix en pierre,1939-05-06 ,fr:Croix de Laval-Atger
44.5174,3.4998,,,PA00103875,Q22954259,Niche en pierre et menuiserie,1945-07-12 ,
44.366944,3.411389,,12C,PA00103916,Q3320334,Ancienne abbaye,1932-08-12 ,fr:Monastère de Sainte-Enimie
44.517592,3.500554,,17C,PA48000018,Q22979467,Ancienne chapelle des Pénitents Blancs,2013-11-22 ,
44.518951,3.49774,wayside_cross,16C,PA00103859,Q22954234,Croix en pierre,1926-07-13 ,
44.178336,3.428381,building,16C,PA00103883,Q3280085,,1973-07-23 ,fr:Maison du Viguier
44.401449,3.633481,archaeological_site,megalith,PA00103795,Q3305967,Menhir isolé de Colobrières,1941-06-05 ,fr:Menhirs de Colobrières
44.827413,3.086485,wayside_cross,14C,PA00103928,Q3003525,Croix dans le cimetière,1926-07-13 ,fr:Croix de cimetière de Saint-Juéry
44.725211,3.855726,,19C,PA00132615,Q3071763,Ancienne filature des Calquières,1994-09-30 ,fr:Filature des Calquières
44.178676,3.431227,,,PA48000013,Q3517690,Temple protestant,2008-09-24 ,fr:Temple protestant de Meyrueis
44.474444,3.661667,tower,bell_tower,PA00103947,Q2979487,Clocher de tourmente des Sagnes,1992-07-17 ,fr:Clocher de tourmente des Sagnes
44.839747,3.734833,,19C,PA00103914,Q3556558,Viaduc de Chapeauroux,1984-12-28 ,fr:Viaduc de Chapeauroux
44.4328,3.2155,building,14C,PA00125497,Q22968908,Maisons à pans de bois,1993-03-29 ,
47.23822,-0.0228,castle,15C,PA00109310,Q2970062,Château de Morains,1965-09-08 ,fr:Château de Morains
47.25606,0.02146,farm,16C,PA49000013,Q3068881,Ferme de Mongeville,1997-03-06 ,fr:Ferme de Mongeville
47.304,0.018,,19C,PA00135542,Q2971598,Domaine du Bellay,1995-11-08 ,fr:Château du Bellay
47.456858,-0.230734,catholic,17C,PA00109120,Q3402343,,1984-11-09 ,fr:Presbytère de Gée
47.4765,-0.5616,building,15C,PA00108884,Q15950534,Hôtel d'Andigné,1980-03-25 ,fr:Hôtel d'Andigné
47.368064,-0.297564,archaeological_site,megalith,PA00109289,Q3034061,Dolmen de la Bajoulière,1936-09-24 ,fr:Dolmen de la Bajoulière
47.555032,-1.047515,,18C,PA00109002,Q3325695,Moulin de la Saulaie,1975-05-27 ,fr:Moulin de la Saulaie
47.335133,-0.238599,,,PA00109127,Q2388770,Théâtre-amphithéâtre gallo-romain,1986-12-09 ,fr:Théâtre gallo-romain de Gennes
47.44915,-0.430835,,15C,PA00108986,Q3258025,Logis des Landes,1984-10-08 ,fr:Logis des Landes
47.4769,-0.562,building,15C,PA00108921,Q3146312,,1963-07-16 ,fr:Hôtel rue de l'Hommeau (Angers)
47.67139,-0.730988,castle,manor,PA00109209,Q3286319,Manoir de la Chouanière,1973-10-24 ,fr:Manoir de la Chouanière
47.412044,-0.864573,place_of_worship,christian,PA00109021,Q3583833,,1972-10-23 ,fr:Église Saint-Pierre de Champtocé-sur-Loire
47.634244,-1.091906,castle,manor,PA00109416,Q3286321,Manoir de la Cour des Aulnays,1989-09-18 ,fr:Manoir de la Cour des Aulnays
47.7172,-0.915,,12C,PA00132831,Q2820651,Ancien couvent bénédictin Notre-Dame,1994-12-28 ,fr:Abbaye de Nyoiseau
47.575241,-0.418114,castle,17C,PA49000053,Q2970713,,2006-07-13 ,fr:Château de Soucelles
47.54045,-0.110013,building,19C,PA00108958,Q3146227,Hôtel Les Cèdres,,fr:Hôtel des Cèdres
47.541085,-0.101173,castle,palace,PA00108959,Q3361000,Palais de Justice,1986-12-05 ,fr:Palais de justice de Baugé
47.4865,-0.5309,castle,manor,PA00108936,Q22962202,Manoir du Grand Nozay,1964-06-01 ,
47.416749,-0.343947,castle,manor,PA00109283,Q3286344,Manoir de la Marsaulaie,1972-12-27 ,fr:Manoir de la Marsaulaie
47.25892,-0.07705,building,,PA00109334,Q22962283,Maison des Rois,1926-06-16 ,
47.329512,-0.201308,building,16C,PA00109384,Q3280052,Maison du Prieur (ancienne) à Cunault,1926-03-31 ,fr:Maison du Prieur de Cunault
47.312237,-0.594718,,18C,PA00108967,Q3258018,Logis de la Pinsonnière,1984-12-06 ,fr:Logis de la Pinsonnière
47.614206,-0.665,castle,16C,PA00109131,Q2971251,Château de la Grandière,1973-12-19 ,fr:Château de la Grandière
47.154841,-0.186462,monastery,12C,PA00109059,Q3403082,Prieuré de la Madeleine (ancien),1984-12-21 ,fr:Prieuré de la Madeleine
47.52403,-0.1516,castle,19C,PA00132704,Q2970011,Château de Montivert,1994-03-08 ,fr:Château de Montivert (Le Vieil-Baugé)
47.385491,-0.49724,building,15C,PA49000029,Q3280206,Maison forte du Plessis,2001-10-12 ,fr:Maison forte du Plessis
47.504653,-0.247316,castle,manor,PA00109108,Q3286120,Manoir Le Châtelet,1987-06-01 ,fr:Manoir Le Châtelet
47.37984,-0.64372,,15C,PA00108974,Q22962210,"Deux maisons du 15e et du 18e siècle, à proximité de l'église",1948-12-28 ,
47.1843,-0.4516,castle,manor,PA00109378,Q3286355,Manoir de la Roche-Coutant,1989-04-24 ,fr:Manoir de la Roche-Coutant
47.7017,-0.9628,castle,18C,PA49000039,Q15944393,Château de la Roche,2003-05-05 ,fr:Château de la Roche (Noyant-la-Gravoyère)
47.497372,-0.804647,farm,16C,PA00108970,Q3068908,Ferme de la Grand-Maison,1988-10-24 ,fr:Ferme de la Grand-Maison
47.603081,-0.687617,place_of_worship,christian,PA00109132,Q3582566,Église et presbytère de Neuville,1972-10-26 ,fr:Église Saint-Martin-de-Vertou de Grez-Neuville
47.198239,-0.093256,place_of_worship,christian,PA00108948,Q3583729,Église Saint-Pierre,1984-11-16 ,fr:Église Saint-Pierre d'Artannes-sur-Thouet
47.549459,-1.122875,castle,manor,PA00109117,Q3286185,Manoir de Ghaisne (ancien),1968-09-20 ,fr:Manoir de Ghaisne
47.754715,-1.002401,castle,15C,PA49000038,Q2968844,Château de Champiré,2002-11-22 ,fr:Château de Champiré
47.650494,-0.775775,castle,manor,PA00109151,Q3286124,Manoir Les Vents,1972-11-30 ,fr:Manoir Les Vents
47.235415,-0.122378,castle,,PA00109082,Q2970243,Château de Pocé,1862 ,fr:Château de Pocé
47.2063,0.0312,castle,manor,PA00109391,Q3286318,Manoir de la Chauvellière,1973-07-18 ,fr:Manoir de la Chauvellière
47.4693,-0.5544,building,,PA00108907,Q22962140,,1947-09-15 ,
47.4767,-0.5612,building,17C,PA00108905,Q3145986,,1984-08-29 ,fr:Hôtel de Tinténiac
47.469,-0.555,,15C,PA00108909,Q3257973,Logis Barrault,,fr:Logis Barrault
47.307074,-0.154994,castle,manor,PA00109046,Q3286192,Manoir de Grissay,1987-05-06 ,fr:Manoir de Grissay
47.2377,-0.0109,,15C,PA00109421,Q3286368,Propriété dénommée la Vignolle,1990-06-29 ,fr:Manoir de la Vignolle
47.129016,-0.155156,,15C,PA00109198,Q3145211,Hôpital Saint-Jean (ancien),1967-03-29 ,fr:Hôpital Saint-Jean de Montreuil-Bellay
47.570833,-0.972222,castle,19C,PA49000071,Q2968079,Château d'Angrie,2008-01-22 ,fr:Château d'Angrie
47.323632,-1.028928,castle,18C,PA00125644,Q2399977,Château de la Baronnière,,fr:Château de la Baronnière
47.279455,-0.735354,castle,19C,PA49000092,Q19753102,Château de la Jumellière,2014-06-16 ,fr:Château de la Jumellière
47.350204,-0.213215,,18C,PA00109247,Q3325864,Moulin à vent des Basses-Terres,1984-12-21 ,fr:Moulin à vent des Basses-Terres
47.38647,0.078752,,15C,PA00109402,Q3403061,Prieuré-cure (ancien),1975-04-16 ,fr:Prieuré de Vernoil-le-Fourrier
47.195024,-0.06086,place_of_worship,christian,PA00109257,Q3581291,,1988-04-18 ,fr:Église Saint-Cyr de Saint-Cyr-en-Bourg
47.4732,-0.5494,building,16C,PA00125640,Q22969085,Maison à pans de bois,1993-11-19 ,
47.489898,-0.602226,monastery,16C,PA00108954,Q3403077,Prieuré de la Haie aux Bonshommes (ancien),,fr:Prieuré de la Haie-aux-Bonshommes
47.24802,-0.04673,castle,17C,PA00109308,Q2968473,Château de Beaulieu,1987-02-10 ,fr:Château de Beaulieu (Saumur)
47.311184,-0.590118,building,17C,PA00108966,Q3145476,Hôtel Desmazières,1968-06-26 ,fr:Hôtel Desmazières
47.715252,-0.36831,castle,manor,PA49000049,Q3286163,Manoir de Chandemanche (également sur commune de Daumeray),2005-09-19 ,fr:Manoir de Chandemanche
47.552944,-1.047505,,15C,PA49000072,Q2969589,Propriété du château de La Saulaie,2008-04-29 ,fr:Château de La Saulaie
47.73586,-0.861912,tomb,,PA00109103,Q3531139,Tombe mégalithique du château de la Ferrière,1989-07-19 ,fr:Tombe mégalithique du château de la Ferrière
47.2243,-0.0468,castle,manor,PA00109341,Q22962294,Manoir de l'Oratoire de Chaintré,1980-04-02 ,
47.419823,-0.345098,yes,16C,PA00109281,Q2957319,Chapelle de la Marsaulaie,1972-12-27 ,fr:Chapelle de la Marsaulaie de Saint-Mathurin-sur-Loire
47.095701,-0.679286,,19C,PA00109022,Q3325884,Moulins à vent de Péronne,1978-05-30 ,fr:Moulins à vent de Péronne
47.4214,0.02583,,12C,PA49000078,Q1308237,Ancien collège ou ancienne abbaye du Loroux,2008-12-05 ,fr:Abbaye de Louroux
47.680291,-0.572582,castle,manor,PA00109010,Q3286167,Manoir de Charnacé,1930-11-03 ,fr:Manoir de Charnacé
47.25777,-0.07797,citywalls,14C,PA00109323,Q22962260,Fortifications du front Ouest,1969-12-17 ,
47.183927,-0.259268,,,PA49000018,Q3477833,Site de la Seigneurie,1998-06-29 ,fr:Seigneurie de Doué-la-Fontaine
47.100256,-1.122914,yes,12C,PA00109188,Q2956873,Chapelle Saint-Jean,1973-12-20 ,fr:Chapelle Saint-Jean de Montfaucon-Montigné
47.33731,-1.270369,,,PA49000077,Q2968850,Anciens château et  ville close ,2009-06-16 ,fr:Château et ville close de Champtoceaux
47.305278,-0.161944,archaeological_site,fortification,PA00109047,Q2935295,Oppidum protohistorique dit Camp des Romains,,fr:Camp des Romains (Chênehutte-Trèves-Cunault)
47.4781,-0.5578,building,,PA00108887,Q3145210,Hôtel Dieu (ancien hôpital Saint-Jean),1840 ,fr:Hôpital Saint-Jean
47.4507,-0.5876,monastery,17C,PA00108940,Q3001696,Prieuré de la Baumette (ancien),1946-05-06 ,fr:Couvent des Cordeliers d'Angers
47.649536,-0.720581,,16C,PA00109150,Q3258028,Logis,1986-07-29 ,fr:Logis du Lion-d'Angers
47.439148,-0.21933,castle,14C,PA00108960,Q2968464,Château de Beaufort-en-Vallée (ruines),1951-01-27 ,fr:Château de Beaufort-en-Vallée
47.4697,-0.5542,,16C,PA00108865,Q22962120,Auberge de la Tête Noire,1931-04-17 ,
47.205211,0.043586,archaeological_site,megalith,PA00109212,Q3034100,Dolmen,1970-05-25 ,fr:Dolmen de la Pierrelée
47.74305,-0.915996,castle,17C,PA00109133,Q2971216,Château de la Faucille,1972-12-27 ,fr:Château de la Faucille
47.61869,-0.695422,,,PA00109149,Q3054901,Ensemble mégalithique,1976-06-24 ,fr:Dolmen de l'Isle Briand
47.533859,-0.571402,wayside_cross,17C,PA00109003,Q3003634,Croix du cimetière,1964-01-10 ,fr:Croix du cimetière de Cantenay-Épinard
47.523374,-0.803379,,,PA00108971,Q3325837,Moulin à vent de La Landronnière,1975-10-13 ,fr:Moulin à vent de La Landronnière
47.401229,-0.112154,,15C,PA00109155,Q3257977,Logis Le Grand Boust,1974-02-21 ,fr:Logis Le Grand Boust
47.26598,-0.05635,castle,18C,PA00109309,Q2968662,Château de Briacé à Saint-Lambert-des-Levées,2012-09-18 ,fr:Château de Briacé
47.377677,-0.856397,,,PA00109192,Q2990471,Complexe chaufournier de Pincourt,1986-05-26 ,fr:Complexe chaufournier de Pincourt
47.490786,0.039713,castle,manor,PA00108950,Q3286314,Manoir de la Calvinière,1986-05-13 ,fr:Manoir de la Calvinière
47.4747,-0.5412,building,19C,PA49000008,Q22979472,Maison d'arrêt du Pré Pigeon,1997-01-14 ,
47.4694,-0.5557,building,16C,PA00108935,Q22962201,,1965-06-16 ,
47.383889,-0.656389,place_of_worship,christian,PA00109346,Q3583655,,1840 ,fr:Église Saint-Pierre-et-Saint-Romain de Savennières
47.407216,-0.828824,castle,17C,PA00109271,Q2971412,Château de la Touche-Savary,1972-12-27 ,fr:Château de la Touche-Savary
47.541111,-0.281111,monastery,abbey,PA00109037,Q1775118,Abbaye de Chalocé (ancienne) (également sur commune de Corzé),1973-03-26 ,fr:Abbaye de Chaloché
47.4125,-0.861944,castle,,PA00109016,Q2968851,Château de Gilles de Rays (restes),1926-06-16 ,fr:Château de Champtocé
47.4685,-0.55,building,19C,PA00132705,Q3145425,Hôtel Bessonneau,1994-07-21 ,fr:Hôtel Bessonneau
