latitude,longitude,historic,start_date,ref:mhs,wikidata,name,heritage,mhs:inscription_date,wikipedia
48.77875,-1.560139,,C20,PA50000082,Q22979586,Colonie de vacances de la ville de Saint-Ouen,3,2012-12-09 ,
48.635108,-1.510937,building,,PA00110472,Q22963289,Hôtel principal des Etablissements Poulard,2,1929-02-13 ,
49.559279,-1.450174,castle,manor,PA00110617,Q22963416,Manoir de Sainte-Yverie,3,1986-12-30 ,
48.635681,-1.510021,building,,PA00110498,Q22963315,"Maison du Moyen Age, appelée aussi chapelle Saint-Sébastien",2,1928-09-06 ,
49.097293,-1.243853,,,PA00110446,Q22963270,Motte castrale,3,1984-08-13 ,
49.598765,-1.525839,,C16,PA00110452,Q22963274,Ancien manoir de Barville,2,1987-02-10 ,
48.71156,-1.50402,castle,manor,PA00110392,Q21294407,Manoir de Potrel et ses dépendances,,,fr:Manoir de Potrel
49.193322,-1.139992,castle,C16,PA00110358,Q22963200,Château de la Mare,3,1944-03-14 ,fr:Château de la Mare
48.797861,-1.477861,place_of_worship,christian,PA00132691,Q22969350,Église de Saint-Léger,3,1994-05-16 ,
49.643056,-1.270278,castle,C18,PA50000034,Q2971836,Château du Tourps,3,2005-08-25 ,fr:Château du Tourps
49.4552,-1.4956,catholic,C18,PA50000001,Q22979490,,3,1996-11-18 ,
49.589408,-1.658592,,C19,PA00110448,Q20640018,Domaine de Beaurepaire (également sur commune de Hardinvast),,,fr:Château de Beaurepaire (Martinvast)
49.007429,-1.554048,,,PA00110653,Q22963434,Ancien lavoir,3,1989-12-01 ,
49.335814,-1.272896,place_of_worship,christian,PA00110564,Q22963378,Église et le cimetière qui l'entoure,2,1946-05-18 ,fr:Église Saint-Côme-et-Saint-Damien de Saint-Côme-du-Mont
49.146921,-1.288415,castle,manor,PA50000024,Q22979520,Manoir d'Hubertant,3,2002-03-26 ,
49.330108,-1.281114,castle,manor,PA00135512,Q22976178,Manoir de Rampan,3,1995-10-02 ,
48.602623,-1.475226,monastery,,PA00110546,Q22963362,Prieuré d'Ardevon,3,1937-09-15 ,fr:Prieuré d'Ardevon
48.668333,-1.294722,place_of_worship,christian,PA00110588,Q15953751,,2,1921-04-25 ,fr:Église Saint-Loup de Saint-Loup (Manche)
48.635639,-1.510044,,C15,PA00110474,Q22963292,Ancienne Hôtellerie de l'Escu de Bretaigne,3,1928-03-01 ,
49.38546,-1.290164,place_of_worship,christian,PA00110387,Q22963224,Église de Sébeville,3,1970-10-14 ,
49.04911,-1.43226,,C11,PA00110381,Q3364398,Ancien parc des Evêques de Coutances (également sur communes de Courcy et Saint-Pierre-de-Coutances),3,1988-11-02 ,fr:Parc médiéval de l'Évêque
48.592361,-1.270139,castle,manor,PA00110659,Q22963439,Manoir de Dougeru et son colombier,3,1991-03-29 ,
48.554106,-1.511423,,C15,PA00110545,Q22963361,Ancien prêche protestant,3,1988-05-04 ,
49.659871,-1.695081,castle,manor,PA00110551,Q22963365,Manoir de la Coquerie,3,1973-04-18 ,
48.635842,-1.509963,building,,PA00110478,Q22963296,Immeuble de l'Epée-Saint-Michel,2,1946-12-09 ,
49.29646,-1.28242,castle,manor,PA50000074,Q13518334,Manoir de Donville,3,2011-02-23 ,fr:Manoir de Donville
49.513368,-1.541305,,C18,PA00110523,Q22963341,Domaine du château de Pont-Rilly,3,1985-07-26 ,
49.517282,-1.599498,yes,C15,PA00110614,Q22963415,Chapelle Sainte-Suzanne de l'Abbaye,3,1973-07-30 ,
49.231583,-1.366285,,,PA00110573,Q22963387,Restes du château,3,1950-12-13 ,
49.428135,-1.191169,,C17,PA00110674,Q22963452,Ancienne redoute d'Audouville,3,1992-06-23 ,
49.660536,-1.444504,castle,C17,PA00110357,Q22963198,,,,fr:Château de Carneville
49.49799,-1.31616,castle,,PA00110404,Q22963236,Château de Francville,3,1970-10-21 ,
48.730362,-1.513595,place_of_worship,christian,PA00110580,Q22963394,,3,1967-06-08 ,fr:Église Saint-Jean-Baptiste de Saint-Jean-le-Thomas
49.116573,-1.077025,,,PA00125304,Q3127288,Haras national,3,1993-02-18 ,fr:Haras national de Saint-Lô
49.6825,-1.446944,,C20,PA50000052,Q22979553,Stèle de Marie Ravenel,3,2006-08-18 ,fr:Marie Ravenel
48.63550646,-1.51106057,,,PA00110482,Q22963300,Jardins Sainte-Catherine,2,1937-08-26 ,
49.304598,-1.243701,building,C14,PA00110355,Q20640041,,3,1927-11-05 ,fr:Maisons à arcades de la place de la République (Carentan)
49.645378,-1.617512,,C20,PA00110648,Q2618512,Ancienne gare maritime,,,fr:Gare transatlantique de Cherbourg
49.493033,-1.549678,,C18,PA00110524,Q22963342,Moulin,3,1975-05-27 ,
48.635516,-1.51033,,C16,PA00110512,Q22963331,Ancien presbytère,3,1981-12-08 ,
49.625453,-1.642596,place_of_worship,christian,PA00110528,Q22963346,,3,1943-04-17 ,fr:Église Saint-Martin d'Octeville
49.115414,-1.097753,,,PA00110586,Q22963396,Poterne,3,1937-10-22 ,
49.509446,-1.460881,place_of_worship,christian,PA00125307,Q22968773,Église Notre-Dame d'Alleaume,3,1993-03-18 ,
48.508868,-1.45004,place_of_worship,christian,PA00110562,Q22963374,Église et le cimetière qui l'entoure,3,1947-07-30 ,
49.630589,-1.613767,,C20,PA00135507,Q20724645,Batterie d'artillerie du Roule,2,1995-02-23 ,fr:Fort du Roule
48.635615,-1.510754,,,PA00110515,Q22963333,Deux réservoirs d'eau,2,1929-02-13 ,
49.572591,-1.310951,place_of_worship,christian,PA00132689,Q22969346,,3,1994-01-25 ,
49.635244,-1.84462,castle,,PA00110675,Q2835200,,3,1992-11-20 ,fr:Jardin botanique du château de Vauville
49.111383,-1.107624,castle,C14,PA00110581,Q17346992,Château de la Vaucelle,3,1975-07-11 ,fr:Château de la Vaucelle
49.37737,-1.42832,yes,,PA50000042,Q22979543,Chapelle du Bon Sauveur,,,
48.658056,-0.945,,C12,PA00110521,Q2820273,Ancienne abbaye Blanche,2,1920-04-03 ,fr:Abbaye Blanche
49.672697,-1.260037,wayside_cross,,PA00110329,Q22963172,Croix ancienne du cimetière,3,1988-10-21 ,
48.636667,-1.510278,building,,PA00110499,Q22963316,Maison du Pigeon Blanc,2,1928-09-06 ,
48.536262,-1.003731,,,PA00110606,Q22963408,Allée couverte,2,1977-12-05 ,fr:Allée couverte des Cartesières
49.563194,-1.40868,place_of_worship,christian,PA00110455,Q22963276,Église et enclos paroissial,3,1970-01-23 ,
49.662222,-1.723056,,C19,PA00110623,Q2970100,Domaine de Nacqueville (également sur commune de Querqueville),,,fr:Château de Nacqueville
48.636096,-1.510432,,,PA00110480,Q22963298,Jardin et Hangar couvert,2,1936-08-12 ,
49.555653,-1.74099,castle,manor,PA00132690,Q22969347,Manoir,3,1994-10-03 ,
48.636389,-1.51,building,,PA00110493,Q22963310,Maison dite de l'ancienne Hostellerie du Dauphin,2,1928-09-06 ,
49.506095,-1.475172,building,C17,PA50000077,Q22979580,Hôtel de Carmesnil,3,2012-11-14 ,
48.8394,-1.5995,,C20,PA00110661,Q22963440,Casino de Granville,3,1992-05-18 ,fr:Casino de Granville
48.635685,-1.509837,building,,PA00110470,Q22963286,Hôtel du Mouton Blanc,2,1928-09-06 ,
48.63595684,-1.51021475,,,PA00110463,Q22963281,Cimetière communal et son enceinte entourant l'église,2,1934-01-25 ,
49.430033,-1.330451,castle,C18,PA00125301,Q22968768,Château de Grandval,3,1993-09-06 ,
49.329406,-1.134806,,C18,PA00110676,Q22963453,Ancien corps de garde,3,1992-09-14 ,
49.47247,-1.44202,castle,manor,PA50000060,Q22979563,Manoir de la Cour,3,2008-12-22 ,
48.833333,-1.61,,C18,PA00110417,Q22963249,Corps de garde de Saint-Pair,3,1987-02-27 ,
49.45135,-1.38178,,C20,PA50000012,Q3126756,Hangar à dirigeables,2,2003-01-07 ,fr:Hangar à dirigeables d'Écausseville
49.51009,-1.74132,castle,manor,PA00110425,Q22963255,Manoir des Tourelles,3,1975-03-17 ,
49.493723,-1.592749,,,PA00110560,Q27048175,Allée couverte de la petite Roche,2,1906-02-12 ,fr:Allée couverte de la Petite Roche
49.379265,-1.400574,place_of_worship,christian,PA00110537,Q22963354,,2,1961-02-10 ,
49.305138,-1.247917,building,C16,PA00110356,Q20640042,,3,1927-11-05 ,fr:Hôtel de Ponthergé
49.649855,-1.854152,,,PA00110635,Q2838878,Allée couverte dite des Pierres Pouquelées,2,1907-01-28 ,fr:Allée couverte de Vauville
49.696408,-1.265914,lighthouse,yes,PA50000065,Q964781,"Phare de Gatteville et ancien phare, sémaphore de Barfleur",,,fr:Phare de Gatteville
49.388333,-1.744722,castle,manor,PA00135505,Q3286191,Manoir de Graffard,3,1995-06-16 ,fr:Manoir de Graffard
48.63579556,-1.51043434,building,,PA00110490,Q22248821,Maison et jardin du chapeau blanc,,,fr:Maison du Chapeau Blanc
48.833409,-1.610991,,C18,PA00110419,Q22963250,Four à rougir les boulets à la pointe du Roc,3,1987-02-27 ,
48.636496,-1.510389,,,PA00110509,Q22963328,Vieux murs et jardins Saint-Aubert,2,1928-09-06 ,
49.635585,-1.84492,castle,C15,PA00110636,Q3286295,,3,1972-05-05 ,fr:Manoir de Vauville
49.378629,-1.225448,place_of_worship,christian,PA00110591,Q3580661,Église et sa place,,,fr:Église Notre-Dame de Sainte-Marie-du-Mont
48.635826,-1.510395,,,PA00110483,Q22963301,Jardin de la Sirène,2,1936-08-12 ,
49.6235,-1.621771,,C19,PA00110368,Q22963206,Jardin botanique de la Roche Fauconnière,3,1978-12-29 ,
49.357835,-1.249735,archaeological_site,tumulus,PA00110641,Q22963424,Tumulus néolithique dit La Butte contenant des dolmens,2,1974-11-21 ,
49.12464,-1.184,castle,C16,PA00110430,Q22963258,Château le Castel,3,1946-04-01 ,
48.997767,-1.458958,,C19,PA50000069,Q22979568,Fours à chaux des Mulots,3,2009-09-11 ,
48.613285,-1.108085,place_of_worship,christian,PA00110447,Q22963271,,3,1939-12-06 ,fr:Église Saint-Martin de Martigny
48.638889,-1.206389,,C18,PA00110435,Q22963263,Logis de Montgothier,3,1977-06-06 ,
48.553113,-1.505712,archaeological_site,roman_villa,PA50000075,Q22979577,"Villa Bailleul, dite aussi Villa La Feuillée",3,2011-09-30 ,
49.506537,-1.467238,building,C18,PA00110630,Q3145854,Hôtel de Grandval-Caligny,3,1982-09-21 ,fr:Hôtel de Grandval-Caligny
48.636594,-1.510506,,,PA00110518,Q22963338,Ensemble des terrasses et jardins dits jardins de la Croix de Jérusalem,2,1928-09-06 ,
49.480286,-1.433324,place_of_worship,christian,PA00110613,Q22963414,,3,1971-10-18 ,
48.68516,-1.4783,place_of_worship,christian,PA00110407,Q22963239,Église et cimetière qui l'entoure,2,1959-06-13 ,
49.619167,-1.25889,place_of_worship,christian,PA00110559,Q3582959,Église Saint-Martin,2,1923-01-29 ,fr:Église Saint-Martin de Réville
48.602724,-0.831717,yes,C16,PA00110646,Q22963428,Chapelle Notre-Dame-de-Montéglise,3,1989-11-21 ,
48.636033,-1.510505,building,,PA00110506,Q3279739,Maison de la Truie qui File,2,1908-02-15 ,fr:Maison de la Truie qui File
49.061389,-1.060889,place_of_worship,christian,PA00110605,Q19276124,,2,1931-03-03 ,fr:Église Sainte-Suzanne de Sainte-Suzanne-sur-Vire
49.19379,-1.17264,castle,manor,PA50000027,,Manoir Saint-Ortaire ou manoir de la Mare du Dézert,3,2014-06-10 ,fr:Manoir de Saint-Ortaire
48.636389,-1.51,,,PA00110485,Q22963303,Vieux logis,,,
49.231722,-1.608694,,C17,PA00110665,Q2997749,"Ancien corps de garde, dit Chapelle du Corps de Garde",3,1992-04-23 ,fr:Corps de garde de Saint-Germain-sur-Ay
49.593753,-1.665642,place_of_worship,christian,PA00110449,Q3580617,,2,1906-04-04 ,fr:Église Notre-Dame de Martinvast
48.836389,-1.6075,,C18,PA00110414,Q22963247,Casernes du Roc,,,
48.752222,-1.056667,castle,C17,PA00110599,Q22963403,Château de Saint-Pois,3,1974-05-24 ,
49.06736,-1.49054,place_of_worship,christian,PA00110423,Q22963253,Église et cimetière,3,1949-08-18 ,
49.507091,-1.455163,,,PA00110633,Q2830711,Ruines romaines d'Alauna,2,1862 ,fr:Thermes gallo-romains d’Alleaume
49.1972,-0.9325,,C11,PA00110359,,Ancienne abbaye,,,fr:Abbaye de Cerisy-la-Forêt
49.372546,-1.809114,,C18,PA00135504,Q22976164,Ancien corps de garde de Carteret,3,1995-11-24 ,
49.154838,-0.947098,castle,C13,PA00110335,,Château de Saint-Quentin-d'Elle,,,
48.636753,-1.510524,,,PA00110464,Q22963282,Cour et bâtiments dépendant du presbytère,2,1928-09-06 ,
49.219444,-1.081667,castle,manor,PA00110318,Q2622082,Manoir de Mesnil-Vitey,3,1949-11-22 ,fr:Manoir du Mesnil-Vitey
49.3825,-1.525833,,,PA00110602,Q2820707,Ancienne abbaye Sainte-Madeleine-Postel,,,fr:Abbaye de Saint-Sauveur-le-Vicomte
48.635139,-1.510278,,C15,PA00110469,Q22963285,Ancien Hôtel de la Licorne,3,1928-03-01 ,fr:Hôtel de la Licorne
48.5019,-1.0275,,C12,PA00110611,Q682308,Ancienne abbaye,2,1924-06-04 ,fr:Abbaye de Savigny
49.188033,-1.098414,,C19,PA00110671,Q3080129,Ensemble de six fours à chaux,3,1992-07-06 ,fr:Fours à chaux de la Roque-Genêts
49.503224,-1.463445,,C17,PA00110628,Q20855607,Hospice et sa chapelle,3,1937-05-07 ,fr:Abbaye Notre-Dame-de-Protection
48.636318,-1.510278,building,,PA00110497,Q22963314,Maison dite Logis Tiphaine-de-Raguenel,3,1928-03-01 ,
49.664633,-1.698214,yes,,PA00110550,Q2956834,Chapelle Saint-Germain,2,1862 ,fr:Chapelle Saint-Germain de Querqueville
49.589175,-1.244502,,C17,PA00110608,Q20083782,Ile de Tatihou,,,fr:Tatihou
49.666906,-1.329281,castle,C16,PA00110618,Q2970811,,,,fr:Château de Tocqueville
49.512539,-1.468477,building,C16,PA50000080,Q22979584,Hôtel d'Eu ou hôtel de Camprond,3,2012-09-26 ,
48.648472,-0.94194,place_of_worship,christian,PA00110522,Q2984037,Église Saint-Evroult,2,1840 ,fr:Collégiale Saint-Évroult de Mortain
49.0,-1.05691,castle,C16,PA00110391,Q22963225,Château de l'Angotière,2,1969-09-12 ,
49.622222,-1.261944,yes,C12,PA50000003,Q22979495,Chapelle Saint-Eloi,3,1997-10-23 ,
49.430417,-1.282222,castle,C16,PA50000035,Q22979535,Château dit aussi manoir de Mariéville,3,2005-08-25 ,
48.9217,-1.2647,monastery,abbey,PA00110678,Q334358,Abbaye de Hambye,,,fr:Abbaye de Hambye
49.660034,-1.357586,castle,manor,PA00110657,Q22963438,Manoir de Fontenay,3,1990-10-12 ,
48.544388,-1.003573,,C16,PA50000017,Q22979508,Domaine du château (également sur commune de Lapenty),,,
49.668086,-1.411228,castle,,PA00110598,Q18785511,,,,fr:Château de Saint-Pierre-Église
49.518179,-1.311895,,,PA00110439,Q2956930,Ruines de la chapelle Saint-Michel,2,1862 ,fr:Chapelle Saint-Michel de Lestre
48.998134,-1.506457,,C19,PA00110663,Q22963442,Four à chaux dit de l'Epine au Page,3,1992-04-23 ,
49.11725,-1.061098,,,PA00110583,Q2957311,Ancienne léproserie de la Magdeleine,3,1974-09-03 ,fr:Chapelle de la Madeleine (Saint-Lô)
49.3864,-1.5281,,,PA00110603,Q2970588,Ruines du château,2,1840 ,fr:Château de Saint-Sauveur-le-Vicomte
49.358578,-1.245918,castle,C18,PA50000007,Q22979502,,3,1997-11-24 ,
49.574671,-1.628315,place_of_worship,christian,PA00110619,Q15953822,,2,1956-02-24 ,fr:Église Saint-Martin de Tollevast
49.191668,-1.270361,,C15,PA00110558,Q22963372,Ensemble des ruines du château de Montfort,3,1978-12-29 ,fr:Château de Montfort (Manche)
48.63533,-1.510308,,,PA00110461,Q22963280,Ancienne auberge Saint-Pierre,2,1938-04-04 ,
48.565827,-1.365749,castle,,PA00110638,Q22963422,Château de Boucéel,3,1986-12-30 ,
49.69585,-1.47322,lighthouse,yes,PA50000064,Q3378515,Phare du Cap Lévi,3,2009-05-11 ,fr:Phare du Cap Lévi
48.681111,-1.401667,castle,manor,PA00132900,Q22975762,Manoir,3,1994-12-27 ,
48.791667,-1.465833,monastery,abbey,PA00110442,Q2820609,Abbaye de la Lucerne,,,fr:Abbaye de La Lucerne
49.485977,-1.781963,place_of_worship,christian,PA00110570,Q22963383,,2,1966-08-01 ,
49.52793,-1.88318,,,PA00110399,Q22963234,Camp du Castel,3,1987-12-23 ,
49.452361,-1.440833,place_of_worship,christian,PA50000005,Q22979500,Église Saint-Julien,3,1997-10-28 ,
49.505652,-1.470349,building,C18,PA00110629,Q3145743,Hôtel de Beaumont,,,fr:Hôtel de Beaumont
48.804438,-1.507667,place_of_worship,christian,PA00110563,Q22963376,,3,1971-06-09 ,
48.657213,-1.135581,castle,manor,PA50000009,Q22979503,Manoir du Bois Adam,3,1998-11-25 ,
49.215207,-1.099856,place_of_worship,christian,PA50000030,Q3586092,Église priorale Saint-Fromond,3,2004-11-23 ,fr:Église priorale de Saint-Fromond
48.820548,-1.473463,castle,C15,PA00110579,Q22963393,Château du Pont-Roger,3,1975-02-13 ,
49.305189,-1.243486,building,,PA00110655,Q20971071,Hôtel Hervieu de Pontlouis,3,1990-08-02 ,fr:Hôtel Hervieu-de-Pontlouis
49.538278,-1.409426,castle,C18,PA00110568,Q22963381,Château de la Brisette,3,1975-04-16 ,
49.116636,-1.375415,castle,manor,PA00110601,Q22963405,Manoir du Grand Taute,,,
48.63533,-1.509994,building,,PA00110473,Q22963291,Hôtel Saint-Pierre,2,1938-04-04 ,
48.83093,-1.6052,,C18,PA00110416,Q22963248,Corps de garde de la Jetée,3,1987-04-17 ,
48.54051,-1.060741,castle,C15,PA00110440,Q22963265,Château de la Chaize,3,1978-02-28 ,
49.093727,-0.973438,place_of_worship,christian,PA50000038,Q22979541,,3,2005-12-15 ,
49.305972,-1.241802,,C18,PA00110353,Q22963195,Ancienne loge maçonnique,3,1983-12-30 ,
49.508784,-1.611696,castle,manor,PA00110592,Q22963401,Manoir dit La Cour,,,fr:Manoir de la Cour (Saint-Martin-le-Hébert)
48.635525,-1.512943,,,PA00110466,Q21099768,Enceinte des Fanils,2,1875 ,fr:Enceinte des Fanils
49.646957,-1.510054,archaeological_site,megalith,PA00110341,Q2838858,Dolmen,,,fr:Allée couverte de Bretteville
48.63625,-1.50996,building,C14,PA00110491,Q22963308,Maison dite La Coquille,2,1949-07-21 ,
49.184381,-1.110971,,C18,PA00110660,Q3080129,Deux groupes de fours à chaux,3,1992-04-23 ,fr:Fours à chaux de la Roque-Genêts
49.350494,-1.651592,castle,manor,PA50000016,Q22979506,Manoir du Parc,3,2000-11-27 ,
49.510121,-1.471626,building,C18,PA50000079,Q22979582,Hôtel Dorléans,3,2012-06-06 ,
49.489845,-1.503561,place_of_worship,christian,PA00110645,Q3581546,,2,1973-12-27 ,fr:Église Saint-Georges d'Yvetot-Bocage
49.38511,-1.48407,castle,C15,PA00110389,Q18086056,,2,2000-12-06 ,fr:Château de Crosville-sur-Douve
48.709225,-1.170749,castle,C17,PA50000008,Q15943776,Château de Vassy dit aussi Le Logis,2,2000-09-08 ,fr:Château de Vassy (Brécey)
49.066094,-1.24275,castle,C18,PA00110351,Q22963194,,,,
49.368333,-1.666667,castle,,PA00110548,Q18611156,Château du Dick,3,1928-11-10 ,fr:Château du Dick
49.508279,-1.465157,building,C18,PA50000076,Q22979579,Hôtel Anneville du Vast,3,2012-09-05 ,
49.000556,-1.455,,C19,PA50000070,Q22979569,Four à chaux de la Riotte,3,2009-09-11 ,
48.63598,-1.50999,,,PA00110516,Q22963335,Salle Jeanne d'Arc (ou Maison Neuve),2,1936-08-12 ,
49.67371,-1.3038,castle,manor,PA50000013,Q22979505,Manoir du Broc,3,2000-12-21 ,
49.68667,-1.28199,yes,C11,PA00110405,Q22963237,Chapelle des Marins,3,1975-03-17 ,fr:Chapelle des Marins de Gatteville-le-Phare
49.170811,-1.276968,,,PA00110453,Q22963275,Motte féodale,2,1979-09-12 ,
48.505845,-1.450737,,,PA00110664,Q22963444,Ancien château de Sacey,3,1992-03-31 ,
49.333215,-1.254434,castle,C19,PA50000072,Q22979574,Château du Bel Esnault,3,2010-05-19 ,
49.590962,-1.800148,castle,manor,PA00110634,Q22963421,Manoir,3,1980-06-11 ,
48.771528,-1.468889,,C16,PA00110609,Q22963412,Logis ou Manoir de Brecquigny,3,1980-12-01 ,
48.998611,-1.455278,,C18,PA00125302,Q22968769,Fours à chaux du Petit Carrier,3,1989-05-22 ,
48.684306,-1.367222,yes,C11,PA00110326,Q21150955,Chapelle Saint-Georges-de-Bouillé,3,1937-05-14 ,fr:Portail de la chapelle Saint-Georges de Bouillé
49.637815,-1.62293,,C19,PA00110369,Q3227818,Théatre municipal,2,1984-12-28 ,fr:Le Trident
48.636667,-1.510278,building,,PA00110495,Q22963312,Maison dite Logis-Saint-Aubert,2,1928-09-06 ,
48.635694,-1.509861,,C14,PA00110492,Q22963309,Ancienne Maison de l'Eperon,3,1928-03-01 ,
49.053255,-1.169513,place_of_worship,christian,PA00132899,Q22975761,,3,1994-12-21 ,
49.352853,-1.372475,castle,C17,PA00110338,Q2970236,Château de Plain-Marais,,,fr:Château de Plain-Marais
49.68835,-1.43738,castle,manor,PA50000023,Q22979518,Manoir d'Inthéville,3,2002-10-31 ,
48.80186,-1.39804,,C12,PA00110432,Q22963260,Ancien prieuré,3,1929-01-09 ,
48.635221,-1.510103,building,,PA00110500,Q22963317,Maison Piquerel,2,1934-09-03 ,
48.840686,-1.221542,,,PA00110643,Q22963425,Immeubles bordant la Cour du Foyer,3,1975-08-01 ,
49.381157,-1.507659,castle,manor,PA00110555,Q22963368,Manoir de Garnetot,3,1979-12-05 ,
49.642562,-1.625529,building,C19,PA50000028,Q22979526,Hôtel de ville,3,2004-08-13 ,
49.481209,-1.25374,,C17,PA00110672,Q22963450,Ancienne redoute,3,1992-09-14 ,
48.636389,-1.510278,,,PA00110479,Q22963297,Jardins du Dauphin,2,1928-09-06 ,
49.543374,-1.729456,castle,manor,PA00110346,Q22963185,Manoir dit La Grande Maison,,,fr:Grande Maison de Bricquebosq
48.636111,-1.5125,building,,PA00110477,Q22963295,Immeuble Domanial dit le Petit-Bois,2,1908-12-29 ,
48.687904,-1.358692,building,C15,PA00110328,Q22963171,Maison à pans de bois,3,1970-12-07 ,
48.837937,-1.222889,place_of_worship,christian,PA00110642,Q15953570,,2,1979-12-27 ,fr:Église Notre-Dame de Villedieu-les-Poêles
48.869444,-1.8225,lighthouse,yes,PA50000061,Q2381076,Phare de Chausey (ou phare des îles Chausey),3,2009-05-11 ,fr:Phare de Chausey
48.592274,-1.079358,castle,C15,PA00110532,Q22963349,,3,1976-04-26 ,
49.64288,-1.8461,,C15,PA00110637,Q21500254,Ancien prieuré,3,1975-02-07 ,
48.8347,-1.61245,,C20,PA00132897,Q22975759,Batterie d'artillerie du Roc,3,1994-06-13 ,
49.445803,-1.546868,place_of_worship,christian,PA00110443,Q22963267,Église Notre-Dame,3,1985-12-19 ,
49.633646,-1.288716,castle,C18,PA00110320,Q22963166,Château dit Maison d'Anneville,3,1975-05-05 ,
49.639122,-1.618933,building,C18,PA00110367,Q22963205,Hôtel de l'ancienne Douane,3,1965-02-16 ,
49.641581,-1.612523,,C20,PA50000019,Q22979512,Ancien Hôtel Atlantique,3,2001-10-19 ,
49.7025536,-1.8446866,place_of_worship,christian,PA00110529,Q3581908,Église Saint-Jean-Baptiste,2,1971-06-09 ,fr:Église Saint-Jean-Baptiste d'Omonville-la-Rogue
49.614167,-1.3225,castle,manor,PA00110535,Q22963351,Manoir d'Ourville,3,1975-07-03 ,
48.830556,-1.565278,castle,C15,PA00110415,Q2969339,Château de Grainville,,,fr:Château de Grainville
48.815783,-1.570825,place_of_worship,christian,PA00110594,Q18749675,,3,1928-02-25 ,fr:Église Saint-Pair de Saint-Pair-sur-Mer
48.636093,-1.50979,building,,PA00110487,Q22963306,Maisons donnant sur la Grande-Rue et sur les remparts,3,1934-01-22 ,
48.568472,-0.785694,stone,grooves,PA00110566,Q18202502,Polissoir dit La Pierre-Saint-Martin,2,1977-12-05 ,fr:Pierre Saint-Martin (Saint-Cyr-du-Bailleul)
48.6362,-1.509803,building,,PA00110504,Q22963323,Maison dite Les Terrasses,3,1932-10-12 ,
49.510694,-1.297917,,,PA50000018,Q3115051,La grande cheminée,2,1862 ,fr:Grande cheminée de Quinéville
48.554743,-1.509284,building,,PA00110544,Q22963360,Hôtel Guiscard-de-la-Ménardière,3,1937-09-17 ,
49.386633,-1.290057,castle,C18,PA00110386,Q22963222,Château de Sébeville,,,
49.606142,-1.229557,,C17,PA00110673,Q22963451,Ancienne redoute,3,1992-07-06 ,
49.506944,-1.469028,building,,PA00110631,Q3145983,Hôtel de Thieuville,3,1979-03-02 ,fr:Hôtel de Thieuville
49.0468,-1.184957,castle,manor,PA50000025,Q22979524,Manoir de Bonfossé,3,2003-02-25 ,
49.474861,-1.394167,wayside_cross,C15,PA00110395,Q19960692,Calvaire à l'entrée du village,3,1927-07-09 ,fr:Croix des Damiens
49.497831,-1.497295,castle,C16,PA00110644,Q22963427,Château de Servigny,3,1979-11-07 ,
48.669583,-1.442083,,,PA00110625,Q3403043,Ancien prieuré de Saint-Léonard,,,fr:Prieuré de Saint-Léonard
49.64137,-1.66148,,C19,PA00110670,Q22963449,Ancienne redoute du Tôt,3,1992-08-27 ,
49.654391,-1.269715,place_of_worship,christian,PA00132898,Q22975760,,3,1994-12-21 ,
49.643056,-1.624167,memorial,statue,PA50000049,Q3497626,"Statue de Napoléon Ier, à Octeville",2,2008-07-24 ,fr:Statue équestre de Napoléon
48.635625,-1.51045,,,PA00110513,Q22963332,Propriété de l'Hermitage,2,1937-08-26 ,
49.331618,-1.284126,castle,manor,PA00110565,Q22963379,Manoir de Haubourg,3,1986-05-27 ,
48.636198,-1.510555,archaeological_site,roman_villa,PA00110520,Q22963340,Villa Saint-Michel,,,
49.37589,-1.300769,castle,C17,PA00135506,Q22976166,Château de Franquetot,3,1995-06-01 ,
49.130815,-1.411376,place_of_worship,christian,PA00110600,Q22963404,,3,1975-05-05 ,
49.377917,-1.223472,,C16,PA00110590,Q22963400,Ancien château,3,1984-02-08 ,
48.83368,-1.60862,,C19,PA50000057,Q22979561,Forme de radoub du port de Granville,3,2008-03-28 ,
48.686555,-1.362284,memorial,statue,PA50000046,Q22979548,Statue de Valhubert,3,2006-08-18 ,
49.407762,-1.27907,place_of_worship,christian,PA00110388,Q3580688,Église de Turqueville,2,2010-08-27 ,fr:Église Notre-Dame de Turqueville
48.645972,-1.241806,castle,manor,PA00110445,Q22963269,Manoir dit La Cour,3,1979-07-31 ,
48.635573,-1.509748,,,PA00110468,Q22963283,Bâtiment voisin de l'Hôtel Duguesclin,2,1938-09-19 ,
49.665961,-1.302953,castle,manor,PA00110567,Q22963380,Manoir d'Arville,3,1981-12-18 ,
49.407361,-1.474722,castle,manor,PA00135511,Q22976176,Manoir dit La Cour,3,1995-10-02 ,
48.635918,-1.509665,,,PA00110511,Q22963330,Passage,2,1936-08-12 ,
49.621349,-1.357841,,C19,PA50000059,Q2971248,Parc du château de la Germonière,3,2008-03-28 ,fr:Château de la Germonière
49.013407,-1.47028,place_of_worship,christian,PA00110531,Q3585075,Église Sainte-Hélène,2,1914-09-22 ,fr:Église Sainte-Hélène d'Orval
48.597919,-1.298881,,C17,PA00110541,Q21185628,Ancienne abbaye de Montmorel,,,fr:Abbaye de Montmorel
